Ticker
MTX.DE
SGSN.SW
BAER.SW
TEF.MC
CAP.PA
GMAB.CO
TRN.MI
ALFA.ST
BOL.ST
SAAB-B.ST
HNR1.DE
EDP.LS
ESSITY-B.ST
UPM.HE
ELE.MC
ENX.PA
WKL.AS
SRG.MI
STLAM.MI
NHY.OL
FBK.MI
RTO.L
RYA.IR
LISN.SW
LOGN.SW
DSY.PA
NESTE.HE
URW.PA
RI.PA
KOG.OL
INF.L
UU.L
KYG.IR
SCHP.SW
KGP.IR
SPSN.SW
BG.VI
MONC.MI
NTGY.MC
SN.L
PST.MI
ASRNL.AS
SGRO.L
EQT.ST
CNA.L
EDV.L
METSO.HE
CARL-B.CO
TELIA.ST
SY1.DE
RO.SW
DPLM.L
HEN3.DE
STMN.SW
ITRK.L
LISP.SW
KNIN.SW
ORSTED.CO
SHL.DE
SOON.SW
ADM.L
AGS.BR
CA.PA
CCH.L
EN.PA
AKRBP.OL
FORTUM.HE
SVT.L
FGR.PA
SMIN.L
SGE.L
AC.PA
TEL2-B.ST
TEL.OL
BVI.PA
MAERSK-B.CO
TEN.MI
BNZL.L
OMV.VI
EVO.ST
AKZA.AS
EPI-B.ST
PSON.L
WISE.L
SKA-B.ST
GALP.LS
TIT.MI
YAR.OL
AGN.AS
MNG.L
MOWI.OL
G1A.DE
ADDT-B.ST
IMI.L
INDU-C.ST
ORK.OL
FME.DE
BNR.DE
CON.DE
MKS.L
WEIR.L
SKF-B.ST
STJ.L
SDLF.L
HM-B.ST
ERF.PA
MRO.L
HEIO.AS
TRYG.CO
BEI.DE
TREL-B.ST
UHR.SW
COLO-B.CO
GBLB.BR
MICC.AS
EXO.AS
ICG.L
SCHN.SW
INDU-A.ST
SBRY.L
SPX.L
SDR.L
STERV.HE
QIA.DE
GET.PA
ELISA.HE
NIBE-B.ST
ABF.L
DCC.L
LIFCO-B.ST
IMCD.AS
HEN.DE
ALO.PA
KGF.L
DHER.DE
VER.VI
KESKOB.HE
MAERSK-A.CO
PNDORA.CO
SCA-B.ST
SRT3.DE
RNO.PA
EDEN.PA
BARN.SW
JMT.LS
P911.DE
AUTO.L
LAND.L
TITR.MI
PAH3.DE
BLND.L
BRBY.L
ABDN.L
SSAB-B.ST
SIGN.SW
WTB.L
CRDA.L
DIM.PA
BMW3.DE
LEG.DE
ZAL.DE
SYENS.BR
TEMN.SW
JMAT.L
BTRW.L
AKE.PA
PSN.L
ENT.L
MNDI.L
GETI-B.ST
SW.PA
ENG.MC
GFC.PA
RMV.L
BKG.L
TW.L
WPP.L
RAND.AS
ADEN.SW
VOW.DE
GRF.MC
KMAR.OL
UHRN.SW
2330.TW
05930.KS
000660.KS
0700.HK
9988.HK
2454.TW
2308.TW
1299.HK
0939.HK
2317.TW
D05.SI
1398.HK
1810.HK
402340.KS
O39.SI
005380.KS
0388.HK
3690.HK
3711.TW
3988.HK
2318.HK
9618.HK
1211.HK
U11.SI
9999.HK
9888.HK
2303.TW
034020.KS
105560.KS
2891.TW
9961.HK
0857.HK
055550.KS
2382.TW
000270.KS
012450.KS
0016.HK
Z74.SI
2881.TW
0001.HK
1288.HK
2882.TW
0669.HK
6160.HK
068270.KS
3328.HK
3968.HK
035420.KS
1024.HK
9992.HK
8306.T
7203.T
8035.T
6758.T
9984.T
6501.T
6857.T
8316.T
8058.T
8411.T
6861.T
8031.T
7011.T
9983.T
8766.T
4063.T
8001.T
6503.T
5803.T
6098.T
6981.T
285A.T
7741.T
5802.T
8053.T
4502.T
8002.T
7974.T
6752.T
9433.T
2914.T
6954.T
8591.T
6367.T
6146.T
9434.T
6723.T
6301.T
6702.T
8725.T
6762.T
6701.T
8630.T
8750.T
4519.T
8015.T
7182.T
2802.T
6273.T
4568.T
4578.T
8802.T
7267.T
8801.T
9432.T
4503.T
8308.T
4062.T
3382.T
8604.T
5108.T
6971.T
4901.T
5020.T
9020.T
7751.T
8309.T
6178.T
1605.T
8267.T
6920.T
6902.T
7936.T
8830.T
7013.T
7269.T
6326.T
9022.T
1812.T
5401.T
1925.T
5713.T
6361.T
4452.T
1801.T
4543.T
5016.T
7012.T
6383.T
9735.T
1802.T
4661.T
2502.T
3407.T
4507.T
7832.T
9503.T
9101.T
6504.T
6988.T
1928.T
9531.T
9532.T
7733.T
6594.T
9766.T
9104.T
8601.T
2503.T
9502.T
8795.T
8697.T
7735.T
7453.T
8473.T
7532.T
7186.T
4307.T
3402.T
1803.T
6479.T
7270.T
4684.T
7911.T
7912.T
6586.T
8331.T
8593.T
7309.T
4911.T
4188.T
4523.T
7202.T
6841.T
7259.T
5201.T
4755.T
4689.T
9697.T
9021.T
9042.T
5019.T
7272.T
8113.T
1878.T
4091.T
5411.T
8951.T
3659.T
2801.T
4612.T
9843.T
7181.T
9107.T
8729.T
4204.T
3003.T
7701.T
9005.T
7201.T
9024.T
7550.T
8136.T
3088.T
9602.T
3626.T
4768.T
6869.T
9435.T
2413.T
2587.T
4151.T
3391.T
3064.T
3092.T
9202.T
9201.T
4716.T
BHP.AX
CBA.AX
WBC.AX
NAB.AX
ANZ.AX
MQG.AX
WES.AX
RIO.AX
GMG.AX
WDS.AX
CSL.AX
TCL.AX
WOW.AX
FMG.AX
QBE.AX
BXB.AX
NST.AX
ALL.AX
COL.AX
EVN.AX
STO.AX
TLS.AX
S32.AX
ORG.AX
SCG.AX
SUN.AX
IAG.AX
LYC.AX
CPU.AX
SIG.AX
SOL.AX
APA.AX
XRO.AX
MPL.AX
TLC.AX
ASX.AX
CAR.AX
SGP.AX
VCX.AX
REA.AX
SHL.AX
SGH.AX
WTC.AX
PME.AX
COH.AX
QAN.AX
VALE
NU
ITUB
PBR
GMEXICOB.MX
PBR
GFNORTEO.MX
AMXB.MX
BAP
FEMSAUBD.MX
CEMEXCPO.MX
BBD
B3SA3.SA
SCCO
WALMEX.MX
ITSA4.SA
SBSP3.SA
ABEV
SQM
WEGE3.SA
BBAS3.SA
AXIA3.SA
PAC
CHILE.SN
RENT3.SA
RDOR3.SA
CIB
AC.MX
LTM.SN
GGB
VIV
FALABELLA.SN
FUNO11.MX
BIMBOA.MX
BSAC
GCARSOA1.MX
EC
ISA.SN
CENCOSUD.SN
COPEC.SN
ENELAM.SN
























































































































































































































































































































































































































































































































































































































































































































































































































402340.KS
