Ticker
MMM
AOS
ABT
ABBV
ACN
ADBE
AMD
AES
AFL
A
APD
ABNB
AKAM
ALB
ARE
ALGN
ALLE
LNT
ALL
GOOGL
GOOG
MO
AMZN
AMCR
AEE
AEP
AXP
AIG
AMT
AWK
AMP
AME
AMGN
APH
ADI
AON
APA
APO
AAPL
AMAT
APP
APTV
ACGL
ADM
ARES
ANET
AJG
AIZ
T
ATO
ADSK
ADP
AZO
AVB
AVY
AXON
BKR
BALL
BAC
BAX
BDX
BRK-B
BBY
TECH
BIIB
BLK
BX
XYZ
BK
BA
BKNG
BSX
BMY
AVGO
BR
BRO
BF-B
BLDR
BG
BXP
CHRW
CDNS
CPT
CPB
COF
CAH
CCL
CARR
CVNA
CASY
CAT
CBOE
CBRE
CDW
COR
CNC
CNP
CF
CRL
SCHW
CHTR
CVX
CMG
CB
CHD
CIEN
CI
CINF
CTAS
CSCO
C
CFG
CLX
CME
CMS
KO
CTSH
COHR
COIN
CL
CMCSA
FIX
CAG
COP
ED
STZ
CEG
COO
CPRT
GLW
CPAY
CTVA
CSGP
COST
CRH
CRWD
CCI
CSX
CMI
CVS
DHR
DRI
DDOG
DVA
DECK
DE
DELL
DAL
DVN
DXCM
FANG
DLR
DG
DLTR
D
DPZ
DASH
DOV
DOW
DHI
DTE
DUK
DD
ETN
EBAY
SATS
ECL
EIX
EW
EA
ELV
EME
EMR
ETR
EOG
EPAM
EQT
EFX
EQIX
EQR
ERIE
ESS
EL
EG
EVRG
ES
EXC
EXE
EXPE
EXPD
EXR
XOM
FFIV
FDS
FICO
FAST
FRT
FDX
FIS
FITB
FSLR
FE
FISV
F
FTNT
FTV
FOXA
FOX
BEN
FCX
GRMN
IT
GE
GEHC
GEV
GEN
GNRC
GD
GIS
GM
GPC
GILD
GPN
GL
GDDY
GS
HAL
HIG
HAS
HCA
DOC
HSIC
HSY
HPE
HLT
HD
HON
HRL
HST
HWM
HPQ
HUBB
HUM
HBAN
HII
IBM
IEX
IDXX
ITW
INCY
IR
PODD
INTC
IBKR
ICE
IFF
IP
INTU
ISRG
IVZ
INVH
IQV
IRM
JBHT
JBL
JKHY
J
JNJ
JCI
JPM
KVUE
KDP
KEY
KEYS
KMB
KIM
KMI
KKR
KLAC
KHC
KR
LHX
LH
LRCX
LVS
LDOS
LEN
LII
LLY
LIN
LYV
LMT
L
LOW
LULU
LITE
LYB
MTB
MPC
MAR
MRSH
MLM
MAS
MA
MKC
MCD
MCK
MDT
MRK
META
MET
MTD
MGM
MCHP
MU
MSFT
MAA
MRNA
TAP
MDLZ
MPWR
MNST
MCO
MS
MOS
MSI
MSCI
NDAQ
NTAP
NFLX
NEM
NWSA
NWS
NEE
NKE
NI
NDSN
NSC
NTRS
NOC
NCLH
NRG
NUE
NVDA
NVR
NXPI
ORLY
OXY
ODFL
OMC
ON
OKE
ORCL
OTIS
PCAR
PKG
PLTR
PANW
PSKY
PH
PAYX
PYPL
PNR
PEP
PFE
PCG
PM
PSX
PNW
PNC
POOL
PPG
PPL
PFG
PG
PGR
PLD
PRU
PEG
PTC
PSA
PHM
PWR
QCOM
DGX
Q
RL
RJF
RTX
O
REG
REGN
RF
RSG
RMD
RVTY
HOOD
ROK
ROL
ROP
ROST
RCL
SPGI
CRM
SNDK
SBAC
SLB
STX
SRE
NOW
SHW
SPG
SWKS
SJM
SW
SNA
SOLV
SO
LUV
SWK
SBUX
STT
STLD
STE
SYK
SMCI
SYF
SNPS
SYY
TMUS
TROW
TTWO
TPR
TRGP
TGT
TEL
TDY
TER
TSLA
TXN
TPL
TXT
TMO
TJX
TKO
TTD
TSCO
TT
TDG
TRV
TRMB
TFC
TYL
TSN
USB
UBER
UDR
ULTA
UNP
UAL
UPS
URI
UNH
UHS
VLO
VEEV
VTR
VLTO
VRSN
VRSK
VZ
VRTX
VRT
VTRS
VICI
V
VST
VMC
WRB
GWW
WAB
WMT
DIS
WBD
WM
WAT
WEC
WFC
WELL
WST
WDC
WY
WSM
WMB
WTW
WDAY
WYNN
XEL
XYL
YUM
ZBRA
ZBH
ZTS
RY.TO
TD.TO
ENB.TO
SHOP.TO
BMO.TO
CM.TO
BN.TO
CNQ.TO
AEM.TO
BNS.TO
SU.TO
CP.TO
ABX.TO
TRP.TO
MFC.TO
WPM.TO
CNR.TO
NA.TO
CCO.TO
FNV.TO
CLS.TO
ATD.TO
CVE.TO
SLF.TO
WCN.TO
K.TO
CSU.TO
NTR.TO
DOL.TO
FFH.TO
IFC.TO
POW.TO
TECK
FTS.TO
PPL.TO
QSR.TO
L.TO
BCE.TO
IMO.TO
T.TO
WSP.TO
FM.TO
BAM.TO
BIP
TOU.TO
MG.TO
EMA.TO
RCI
H.TO
MRU.TO
GIB
TRI.TO
WN.TO
GIL.TO
CCL-B.TO
CAE.TO
SAP.TO
CTC-A.TO
OTEX.TO
FSV.TO
CSU.TO
ASML.AS
HSBA.L
AZN.L
ROP.SW
NOVN.SW
NESN.SW
SHEL.L
SIE.DE
TTE.PA
SAN.MC
SU.PA
ALV.DE
ABBN.SW
SAP.DE
ENR.DE
NOVO-B.CO
IBE.MC
UBSG.SW
RR.L
MC.PA
UCG.MI
BATS.L
AIR.PA
ULVR.L
BBVA.MC
AI.PA
RIO.L
BP.L
DTE.DE
SAF.PA
ZURN.SW
CFR.SW
BNP.PA
GSK.L
ISP.MI
IFX.DE
OR.PA
SAN.PA
ENEL.MI
NG.L
INGA.AS
ABI.BR
BARC.L
BA.L
GLEN.L
LLOY.L
NOKIA.HE
CS.PA
DG.PA
INVE-B.ST
MUV2.DE
AAL.L
RMS.PA
ITX.MC
PRX.AS
NDA-SE.ST
DBK.DE
NWG.L
RHM.DE
ENGI.PA
EL.PA
ENI.MI
REL.L
BAS.DE
LSEG.L
CPG.L
VOLV-B.ST
PRY.MI
DB1.DE
GLE.PA
DHL.DE
ARGX.BR
DSV.CO
HOLN.SW
EOAN.DE
G.MI
CABK.MC
ATCO-A.ST
ASM.AS
LR.PA
STAN.L
BN.PA
SREN.SW
DGE.L
RWE.DE
BAYN.DE
MBG.DE
LONN.SW
CBK.DE
SAND.ST
SGO.PA
RACE.MI
SSE.L
ORA.PA
PRU.L
TSCO.L
HLN.L
RKT.L
STMMI.MI
SDZ.SW
AD.AS
GALD.SW
ERIC-B.ST
ASSA-B.ST
EBS.VI
UCB.BR
KBC.BR
III.L
DANSKE.CO
FER.MC
ADYEN.AS
EQNR.OL
SWED-A.ST
ALC.SW
EXPN.L
ACS.MC
VOD.L
SLHN.SW
ADS.DE
REP.MC
VWS.CO
SEB-A.ST
SIKA.SW
GIVN.SW
IMB.L
HEI.DE
AMS.MC
VIE.PA
MT.AS
SAMPO.HE
ML.PA
DNB.OL
ATCO-B.ST
AV.L
BMW.DE
PGHN.SW
HO.PA
BMPS.MI
AIBG.IS
UMG.AS
NN.AS
HLMA.L
BAMI.MI
LDO.MI
DTG.DE
IHG.L
BESI.AS
KNEBV.HE
BPE.MI
ACA.PA
VNA.DE
SCMN.SW
SHB-A.ST
HEXA-B.ST
ABN.AS
VOW3.DE
HEIA.AS
HBAN.SW
KPN.AS
VACN.SW
WRT1V.HE
AENA.MC
NSIS-B.CO
PUB.PA
GEBN.SW
PHIA.AS
ANTO.L
KER.PA
SAB.MC
NXT.L
DSFIR.AS
LGEN.L
CLNX.MC
BIRG.IS
FRE.DE
MRK.DE
EPI-A.ST
BT-A.L
